"Individual","full_path","haplogroup"
"HG02852","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02854","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02855","L1 -> L1b","L1b"
"HG02860","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02861","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02870","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02878","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02879","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02881","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02882","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02884","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG02885","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02887","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02888","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02890","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02891","L1 -> L1b","L1b"
"HG02895","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02896","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02922","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02923","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02938","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02941","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02943","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02944","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02946","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02947","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"HG02952","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02953","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02968","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02970","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02971","L0","L0"
"HG02973","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02974","L1 -> L1b","L1b"
"HG02976","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG02977","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02979","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02981","L0","L0"
"HG02982","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG02983","L1","L1"
"HG03006","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03007","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03009","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG03012","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03015","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03016","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03018","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03019","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03021","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03022","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03024","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03025","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03027","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03028","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03039","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03040","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03045","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03046","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03048","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03049","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03052","L1 -> L1b","L1b"
"HG03054","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03055","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03057","L1 -> L1b","L1b"
"HG03058","L1 -> L1b","L1b"
"HG03060","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03061","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03063","L0","L0"
"HG03064","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03066","L1 -> L1b","L1b"
"HG03069","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03072","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03073","L1 -> L1b","L1b"
"HG03074","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03077","L1","L1"
"HG03078","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03079","L1 -> L1b","L1b"
"HG03081","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03082","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03084","L0","L0"
"HG03085","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03086","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03088","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03091","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03095","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03096","L1","L1"
"HG03097","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03099","L1 -> L1b","L1b"
"HG03100","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03103","L1 -> L1b","L1b"
"HG03105","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03108","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03109","L1 -> L1b","L1b"
"HG03111","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03112","L1 -> L1b","L1b"
"HG03114","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03115","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03117","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03118","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03120","L1 -> L1b","L1b"
"HG03121","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03123","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03124","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03126","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"HG03127","L0","L0"
"HG03129","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03130","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03132","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03133","L1","L1"
"HG03135","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03136","L1 -> L1b","L1b"
"HG03139","L2'3'4'5'6 -> L2'3'4'6 -> L3'4","L3'4"
"HG03157","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03159","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03160","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03162","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03163","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03166","L1 -> L1b","L1b"
"HG03168","L1","L1"
"HG03169","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03172","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03175","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03189","L2'3'4'5'6 -> L2'3'4'6 -> L3'4","L3'4"
"HG03190","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03193","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03195","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03196","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03198","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03199","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03202","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03209","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03212","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03224","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03225","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03228","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> W","W"
"HG03229","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03234","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03235","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV","HV"
"HG03237","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03238","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03240","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03241","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03246","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03247","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03258","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03259","L2'3'4'5'6 -> L2'3'4'6 -> L3'4","L3'4"
"HG03265","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03267","L0","L0"
"HG03268","L0","L0"
"HG03270","L1 -> L1b","L1b"
"HG03271","L1","L1"
"HG03279","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03280","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03291","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03294","L2'3'4'5'6 -> L2'3'4'6 -> L3'4","L3'4"
"HG03295","L1 -> L1b","L1b"
"HG03297","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03298","L0","L0"
"HG03300","L1","L1"
"HG03301","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03303","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03304","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03311","L1 -> L1b","L1b"
"HG03313","L1","L1"
"HG03342","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03343","L1","L1"
"HG03351","L1 -> L1b","L1b"
"HG03352","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03354","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03363","L1","L1"
"HG03366","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03367","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03369","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03370","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03372","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03376","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03378","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03380","L1","L1"
"HG03382","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03385","L1","L1"
"HG03388","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03391","L1","L1"
"HG03394","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03397","L1","L1"
"HG03401","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03410","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03419","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03428","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03432","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03433","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03436","L1 -> L1b","L1b"
"HG03437","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03439","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03442","L1 -> L1b","L1b"
"HG03445","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03446","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03449","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03451","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03452","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03455","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03457","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03458","L2'3'4'5'6 -> L2'3'4'6 -> L3'4","L3'4"
"HG03460","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03461","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03464","L1","L1"
"HG03469","L1 -> L1b","L1b"
"HG03470","L1 -> L1b","L1b"
"HG03472","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03473","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03476","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03478","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03479","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03484","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03485","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03488","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03490","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03491","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03499","L1","L1"
"HG03511","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03514","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03515","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03517","L0","L0"
"HG03518","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03520","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03521","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03538","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03539","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03547","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03548","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03556","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03557","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03558","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03559","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03563","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03565","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03567","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03571","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03572","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03575","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03577","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03578","L2'3'4'5'6 -> L2'3'4'6 -> L2","L2"
"HG03583","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3","L3"
"HG03585","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03589","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03593","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03594","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03595","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03598","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03600","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03603","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03604","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03607","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03611","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03615","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03616","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03619","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03624","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03625","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"HG03629","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03631","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03634","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03636","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03640","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03642","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03643","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03644","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03645","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03646","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03649","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03652","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03653","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03660","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03663","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03667","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03668","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03672","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03673","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03679","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03680","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03681","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03684","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03685","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03686","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03687","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03689","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03690","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03691","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03692","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> HV -> H","H"
"HG03693","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03694","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03695","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03696","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03697","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03698","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N","N"
"HG03702","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03703","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03705","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03706","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03708","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03709","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03711","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03713","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03714","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03715","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03716","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03717","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03718","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03720","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03722","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03727","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> N1a1 -> N1a1b -> I","I"
"HG03729","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03730","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03731","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03733","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03736","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03738","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03740","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03741","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03742","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03743","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03744","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> J","J"
"HG03745","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03746","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03750","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03752","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03753","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03754","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03755","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03756","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03757","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03760","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03762","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03765","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03767","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03770","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R","R"
"HG03771","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03772","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03773","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03774","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03775","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03777","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03778","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> W","W"
"HG03779","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03780","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> U","U"
"HG03781","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03782","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> M","M"
"HG03784","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> R -> JT -> T","T"
"HG03785","L2'3'4'5'6 -> L2'3'4'6 -> L3'4 -> L3 -> N -> W","W"
